Key,Name,Namelsad,Longitude,Latitude,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20
1610R,Isabella,Isabella Reservation,-84.84665,43.64061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,4,4,5,6,7,9,11,14,17,21,29,30,38,48,50,51,54,55,56,58,59,65,66,66,68,69,69,70,70,70,72,74,75,76,75,76,76,76,76,76,76,76,76,77,77,76,76,77,77,77,77,77,77,80,80,82,85,89,89,89,89,91,91,92,92,92,94,94,94,94,94,94,94,95,95,95,95,96,97,97,99,99,102,106,109,112,113,116,120,120,121,121,122,122,123,127,128,129,131
5690R,Kaw,Kaw OTSA,-97.14421,36.81800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,4,5,5,5,11,17,18,20,20,24,24,24,25,29,30,30,33,33,36,41,42,43,45,45,45,46,46,46,46,46,46,46,47,47,47,47,47,47,47,47,47,47,47,47,48,48,48,48,48,48,48,48,49,49,49,49,49,50,50,50,51,51,52,52,52,52,52,52,52,53,53,54,56,57,57,57,59,59,59,60,60,64,65,65,65,65,69,70,72,77,79,80,80,81,83,83,86,91,91,92,97,98,104,106,108
5720R,Kiowa-Comanche-Apache-Fort Sill Apache,Kiowa-Comanche-Apache-Fort Sill Apache OTSA,-98.69689,34.67351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,7,12,14,17,26,33,47,53,74,77,85,88,96,105,110,111,116,116,116,121,121,121,138,144,146,149,161,163,164,168,168,168,168,171,174,177,204,208,212,222,225,230,239,239,238,267,301,316,325,335,344,345,349,349,355,356,390,390,391,394,398,402,403,406,406,410,412,417,420,433,436,438,438,440,442,447,451,463,467,471,471,475,493,494,497,498,512,512,515,518,523,528,531,538,550,552,562,578,602
6785R,Knik,Knik ANVSA,-149.57417,62.31305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,4,4,4,4,4,4,5,6,9,10,14,14,15,15,15,15,17,18,19,19,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,22,22,24,24,24,24,24,24,24,25,29,29,29,34,35,35,35,35,37,37,38,39,41,43,44,45,46,48,51,53,54,55,57,57,61,63,68,71,75,78,81,88,102,107,114
1860R,Lake Traverse,Lake Traverse Reservation,-96.94673,45.62975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,9,10,10,10,11,11,11,13,14,14,14,14,17,18,19,19,19,20,20,20,22,23,35,35,35,39,39,35,36,36,36,36,36,37,37,38,38,38,39,39,39,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,41,45,47,47,47,49,49
9815R,Lumbee,Lumbee SDTSA,-79.02022,34.86694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,5,6,6,9,13,13,13,13,20,22,27,33,39,49,59,62,66,83,89,98,102,116,119,122,126,132,140,158,169,173,175,199,222,257,331,358,368,388,421,482,504,569,616,616,620,732,788,826,836,877,916,923,982,1056,1125,1146,1192,1200,1207,1207,1324,1379,1450,1464,1503,1522,1533,1563,1664,1764,1791,1846,1865,1870,1948,1986,2011,2039,2055,2062,2161,2199,2222,2295,2319,2334,2346,2361,2484,2501,2531,2490,2542,2623,2645,2719,2737,2826,2846,2873,2894,2928,2979,3060,3166,3193
9820R,MaChis Lower Creek,MaChis Lower Creek SDTSA,-85.98901,31.39933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,7,7,8,8,8,13,14,17,31,36,36,40,47,51,55,59,64,68,73,80,87,87,95,98,105,107,111,117,118,130,134,134,138,141,143,146,146,150,155,158,159,162,164,166,171,175,184,184,189,196,200,206,216,219,224,226,229,236,238,238,239,239,240,244,246,248,249,250,260,265,274,282,290,296,297,300,310,311,313,313,315,326,326,334,339,340,346,352,353,359,370,373
9825R,Meherrin,Meherrin SDTSA,-76.98104,36.36078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,2,3,4,4,4,4,4,4,4,5,5,5,5,4,5,4,4,4,4,7,7,9,9,10,11,14,17,32,27,28,32,34,37,39,40,42,44,45,46,46,46,48,49,51,51,51,51,51,51,52,53,53,60,60,61,65,66,69,72,72,72,89,117,120,128,128,132,132,133,134,135,135,135,140,140,143,149,150,151,152,152,153,153,154,156,156,156,156,157,157,160,160,161,162,164,166,168,169
2175R,Menominee,Menominee Reservation,-88.70951,45.00423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,6,6,6,7,7,7,7,7
2430T,Navajo Nation,Navajo Nation Off-Reservation Trust Land,-108.26224,35.58008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,3,3,5,9,9,16,20,24,31,31,40,44,55,70,70,113,113,144,144,191,242,242,265,356,363,416,416,519,573,639,708,720,778,820,953,1027,1064,1116,1144,1233,1274,1337,1402,1460,1508,1522,1585,1628,1681,1730,1787,1864,1888,1953,1987,2034,2044,2086,2086,2192,2215,2236,2270,2291,2348,2406,2415,2451,2480,2515,2542,2617,2657,2694,2746,2757,2807,2822,2870,2896,2912,2936,2949,2968,2987,3009,3041,3073,3105,3155,3179,3215,3287,3309,3336,3347,3375,3395,3408,3450,3483
2430R,Navajo Nation,Navajo Nation Reservation,-109.51935,35.71570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,13,16,32,43,52,60,74,88,97,127,139,156,187,215,255,276,318,357,390,454,484,529,558,585,625,700,728,805,881,912,968,1004,1101,1222,1299,1361,1403,1453,1553,1650,1782,1856,1983,2039,2130,2251,2348,2463,2605,2706,2733,2840,2910,3119,3246,3378,3516,3598,3649,3751,3898,3993,4099,4125,4272,4315,4369,4544,4630,4858,5039,5123,5170,5339,5401,5521,5653,5767,5891,5951,5999,6233,6409,6520,6640,6689,6734,6874,6909,7081,7196,7273,7309,7352,7566,7692,7814,7893,8004,8232,8284,8384,8544,8621,8729,8786
2445R,Nez Perce,Nez Perce Reservation,-116.75010,46.32638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,4,4,9,9,14,14,14,14,14,15,17,18,19,19,19,19,20,20,27,29,30,30,30,40,44,55,58,58,58,58,59,59,60,60,60,60,74,74,78,78,78,78,78,78,79,79,79,79,79,79,79,79,81,81,81,81,81,81,81,82,82,82,82,82,82,82,82,83,83,83,83,83,83,84,84,84,84,84,84,84,84,84,84,84,84,89,89,90,91,91,93,93,95,96,97,98,98,98
7080R,Ninilchik,Ninilchik ANVSA,-151.53889,60.24430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,5,7,7,7,7,8,10,11,12,13,13,13,14,15,15,15,15,15,16,16,17,19,19,19,19,19,19,19,19,19,19,19,19,19,21,21,22,22,22,22,23,23,24,24,24,24,24,24,24,24,24,24,26,26,26,26,26,26,27,27,27,34,36,38,45,49,54,60,63,68,78,79,83,85,94,97,102,108,108,109,113,115,116,117,119,120,120,120,121,126,128,130,133,141,146,151,155,159,160
2550R,Omaha,Omaha Reservation,-96.54157,42.15725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,3,4,4,5,6,6,6,7,7,9,12,12,13,13,13,19,19,18,19,19,19,19,20,23,24,24,28,30,34,37,38,41,44,46,45,49,49,50,50,50,51,55,56,61,63,63,65,66,66,68,71,71,72,72,72,72,73,73,83,84,84,84,85,85,84,126,126,127
2595R,Osage,Osage Reservation,-96.39636,36.62889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,6,10,11,16,19,22,21,25,27,31,34,33,41,45,45,50,56,59,61,61,61,61,64,65,65,65,68,71,71,72,72,72,73,75,76,76,76,78,78,77,82,85,88,88,89,90,90,90,91,91,91,91,92,92,92,93,94,94,94,94,93,94,95,95,95,95,95,96,102,102,101,101,102,102,103,104,104,106,112,114,114,116,124,125,130,140,142,146,155,154,154,156,158,160,165,168,174,176,182
5760R,Otoe-Missouria,Otoe-Missouria OTSA,-97.22929,36.38953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,3,3,3,4,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,9,14,14,18,20,24,26,26,28,29,30,31,34,36,37,37,38,39,39,40,40,40
5770R,Ottawa,Ottawa OTSA,-94.81012,36.83533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,6,7,7,8,8,10,11,12,14,15,17,17,16,18,23,22,22,24,24,24,27,27,27,28,29,29,29,29,29,32,31,31,34,34,34,34,34,34,34,34,34,34,34,34,34,34,35,34,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,36,36,37,37,37,41,42,42,42,43,44,44,44,43,44,44,44,47,50,70,73,76,77,80
5780R,Pawnee,Pawnee OTSA,-96.70332,36.31743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,3,4,7,10,14,14,15,15,15,15,15,16,16,22,22,23,23,24,26,26,26,27,27,27,28,28,28,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,30,30,31,31,31,31,31,32,32,33,34,34,34,35,35,36,41,41,41,41,41,41,46,47,48,50,51,51,51,51,51,53,54,56,57,57,57,58
2760T,Penobscot,Penobscot Off-Reservation Trust Land,-68.65020,45.40195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,4,4,5,6,10,11,12,12,12,16,20,22,22,25,31,31,31,33,34,34,34,34,36,37,40,41,43,44,46,47,49,50,50,53,55,57,59,78,79,82,84,85,85,87,89,89,89,90,90,90,90,91,91,93,93,93,94,95,98,98,98,98,99,99,99,100,100,100,100,100,100,100,100,101,101,101,101,101,101,101,102,102,102,102,101,101,101,102,102,102,103,104,104,105,104,105,105,106,106,108,108,112,114
2810R,Pine Ridge,Pine Ridge Reservation,-102.46770,43.35253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,3,6,9,10,10,10,14,14,15,17,18,18,19,22,24,24,29,30,35,35,36,38,39,39,43,43,44,49,49,49,50,51,52,55,57,62,61,62,63,64,68,69,75,78,94,95,96,95,97,98,99,104
2980R,Prairie Band of Potawatomi Nation,Prairie Band of Potawatomi Nation Reservation,-95.79357,39.41673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,12,23,23,24,25,31,32,33,36,84,84,92,92,93,93,95,96,96,96,100,100,102,102,103,102,102,103,102,102,102,102,102,102,103,103,103,104,104,104,104,104,104,105,105,105,105,105,106,112,113,113,113,113
3100R,Red Lake,Red Lake Reservation,-94.93732,47.97374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,4,4,4,4,5,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,9,9,9,9,9,9,9,10,12,12,12,12,13,14,14,14,15,15,16,18,18,18,20,21,21,21,21,21,21,21,23,23,23,23,23,23,24,25,25,25,27,27,27,27,27,27,27,28,29,29,29
3235R,Rosebud,Rosebud Indian Reservation,-100.71955,43.19339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,6,7,7,8,8,9,10,13,14,13,15,16,16,17,17,17,17,17,17,18,18,20,22,23,23,26,27,27,28,28,31,33,36,37,38,42,44,45,46,47,47,47,48,50,50,50,50,50,50,50,51,52,53,56,56,57,57,57,57,57,57
5820R,Sac and Fox,Sac and Fox OTSA,-96.88125,35.70271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,4,5,5,6,7,7,7,9,10,10,10,11,11,11,10,10,10,11,11,11,10,10,10,10,10,10,10,10,11,11,12,13,12,14,14,14,16,16,16,17,17,17,17,17,17,17,17,18,18,19,19,19,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,22,22,22,22,24,24,27,24,26,25,25,26,27,28,28,29,29,29,29,29,29,30,30,32,33
8750R,Samish,Samish TDSA,-122.96745,48.60183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,4,4,4,4,6,6,6,7,9,10,12,12,12,13,13,13,13,13,13,13,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,15,15,15,15,16,16,16,16,17,18,19,19,20,19,19,19,19,19,19,19,19,19,19
3565R,Santee,Santee Reservation,-97.89179,42.63758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,5,5,5,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,9,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,12,13,13,13,16,16,16,16,16,17,17,21,21,21,21,21,21,21,21,21,22
5830R,Seminole,Seminole OTSA,-96.61687,35.16479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,3,4,4,6,6,7,7,7,7,7,7,7,7,7,9,9,8,8,8,8,8,10,10,10,11,12,12,12,19,19,19,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,23,23,23,24,26,26,26,26,26,28,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,33,33,35,35,35,35,36,36,36,36,37,40,41,43,43,43
3825R,Skokomish,Skokomish Reservation,-123.18637,47.35008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,5,6,11,13,13,14,15,16,17,17,18,18,19,19,19,19,20,21,22,22,22,22,22,22,22,22,22,23,23,23,23,25,25,26,26,26,26,28,28,28,28,28,29,30,30,30,30,31,33,33,33,33,34,34,34,34,34,34,34,35,35,36,36,36,36,36,37,37,38,38,39,39,39,39,39,40,40,40,41,41,41,42,42,43,43,43,46,45,46,47,47,50,51,52,53,53
3925R,Southern Ute,Southern Ute Reservation,-107.04769,37.19474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,9,9,10
3970R,Standing Rock,Standing Rock Reservation,-101.11010,45.93863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,6,6,6,6,6,8,10,12,13,14,15,15,19,22,25,27,27,34,35,36,37,37,38,38,41,42,42,41,43,44
4200R,Tohono O'odham Nation,Tohono O'odham Nation Reservation,-111.78900,32.09713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,4,4,5,7,8,12,17,24,42,49,75,102,120,153,187,202,217,237,280,326,372,415,415,464,512,543,591,622,668,685,700,760,819,856,913,941,963,973,1026,1060,1090,1136,1164,1188,1215,1241,1267,1300,1326,1346,1379,1425,1465,1520,1554,1585,1602,1623,1661,1696,1750,1781,1814,1825,1888,1903,1944,1974,2002,2027,2046,2075,2119,2167,2234,2290,2368,2382,2496,2627,2669,2883,2950,3098,3154,3161,3350,3479,3628,3889,3910,3944,4329,4385,4682,5019,5313,5370,5587,6089,6318,6546,6836,7086,7525,7568,8004,8387,8577,9024,9313
4390R,Uintah and Ouray,Uintah and Ouray Reservation,-110.97749,40.30718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,4,7,8,11,15,15,20,28,36,39,44,51,51,63,71,72,80,82,83,88,88,104,107,112,112,111,111,112,103,109,121,128,132,132,136,138,141,148,151,153,158,161,168,169,173,179,180,184,187,187,192,192,199,200,201,204,212,219,221,225,231,237,242,249,257,261,267,273,278,279,283,292,303,313,314,325,333,337,346,352,354,357,360,368,369,372,379,381,387,395,401,409,418,418,423,426,429,434,439,445,448,454,458,460,466,471,474
4405R,Umatilla,Umatilla Reservation,-118.73538,45.59073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,5,5,5,5,5,7,7,8,8,11,11,11,16,16,16,17,22,23,25,26,27,29,29,30,32,35,36,36,37,45,50,57,61,64,70,73,77,77,80,84,85,85,85,86,88,91,93,93,98,101,105,107,108,110,111,112,112,112,114,114,116,116,120,121,123,124,125,125,131,144,144,148,152,157,157,171,180,181,193,206,230,234,268,279,298,333,341,363,419,467,482,492,533,620,667,716
4595R,White Earth,White Earth Reservation,-95.80921,47.32557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8
