Key,Name,States,Longitude,Latitude,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20,7/13/20,7/14/20,7/15/20,7/16/20,7/17/20,7/18/20,7/19/20,7/20/20,7/21/20,7/22/20,7/23/20,7/24/20,7/25/20,7/26/20,7/27/20,7/28/20,7/29/20,7/30/20,7/31/20,8/1/20,8/2/20,8/3/20,8/4/20,8/5/20,8/6/20,8/7/20,8/8/20,8/9/20,8/10/20,8/11/20,8/12/20,8/13/20,8/14/20,8/15/20,8/16/20,8/17/20,8/18/20,8/19/20,8/20/20,8/21/20,8/22/20,8/23/20,8/24/20,8/25/20,8/26/20,8/27/20,8/28/20,8/29/20,8/30/20,8/31/20,9/1/20,9/2/20,9/3/20,9/4/20,9/5/20,9/6/20,9/7/20,9/8/20,9/9/20,9/10/20,9/11/20,9/12/20,9/13/20,9/14/20,9/15/20,9/16/20,9/17/20,9/18/20,9/19/20,9/20/20,9/21/20,9/22/20,9/23/20,9/24/20,9/25/20,9/26/20,9/27/20,9/28/20,9/29/20,9/30/20,10/1/20,10/2/20,10/3/20,10/4/20,10/5/20,10/6/20,10/7/20,10/8/20,10/9/20,10/10/20,10/11/20,10/12/20,10/13/20,10/14/20,10/15/20,10/16/20,10/17/20,10/18/20,10/19/20,10/20/20,10/21/20,10/22/20,10/23/20,10/24/20,10/25/20,10/26/20,10/27/20,10/28/20,10/29/20,10/30/20,10/31/20,11/1/20,11/2/20,11/3/20,11/4/20,11/5/20,11/6/20,11/7/20,11/8/20,11/9/20,11/10/20,11/11/20,11/12/20,11/13/20,11/14/20,11/15/20,11/16/20,11/17/20,11/18/20,11/19/20,11/20/20,11/21/20,11/22/20,11/23/20,11/24/20,11/25/20,11/26/20,11/27/20,11/28/20,11/29/20,11/30/20,12/1/20,12/2/20,12/3/20,12/4/20,12/5/20
209,Davenport-Moline, IA-IL,-90.60222,41.56497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,5,7,12,16,20,27,28,41,52,65,79,100,117,140,169,203,242,272,306,338,355,383,421,466,516,556,597,630,677,706,745,770,826,884,907,941,972,1014,1040,1071,1116,1157,1197,1238,1275,1311,1343,1381,1409,1426,1448,1473,1486,1517,1534,1555,1571,1574,1586,1607,1626,1638,1645,1660,1667,1674,1683,1702,1712,1721,1729,1756,1774,1792,1808,1816,1821,1832,1834,1840,1853,1867,1886,1892,1897,1898,1908,1922,1937,1951,1982,1995,2018,2038,2109,2158,2246,2293,2340,2370,2438,2508,2558,2650,2701,2754,2803,2895,2968,3093,3159,3254,3298,3346,3436,3517,3598,3665,3716,3752,3797,3859,3936,4027,4086,4141,4181,4219,4293,4381,4460,4522,4584,4618,4662,4751,4810,4873,4980,5016,5065,5103,5159,5201,5319,5415,5497,5570,5615,5720,5813,5911,6005,6053,6133,6206,6304,6424,6531,6655,6736,6812,6875,6936,7029,7189,7278,7374,7449,7507,7540,7623,7730,7805,7865,7913,7942,8044,8096,8273,8399,8462,8521,8571,8691,8797,8911,9012,9055,9128,9209,9309,9440,9561,9673,9723,9778,9839,9948,10062,10165,10278,10393,10456,10553,10725,10859,11090,11228,11337,11418,11579,11690,11891,12138,12377,12579,12728,12928,13095,13405,13707,14024,14290,14529,14725,15000,15697,16525,17088,17804,18364,18948,19733,20615,21414,22222,22681,23095,23662,24256,24896,25753,26432,26826,27229,27703,28093,28469,28837,29223,29511,29776,30151,30511,30995,31416,31755
212,Dayton-Springfield-Kettering, OH,-84.16916,39.85835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,5,14,21,27,36,40,43,60,69,86,105,122,147,158,179,199,230,278,321,350,367,380,406,441,454,461,473,485,498,513,517,524,530,541,553,567,581,588,603,614,634,647,658,685,696,704,713,721,742,793,888,943,1036,1060,1087,1126,1178,1208,1225,1256,1279,1321,1357,1376,1421,1457,1489,1502,1520,1553,1593,1624,1647,1685,1701,1723,1767,1795,1850,1906,1953,1986,2010,2070,2118,2159,2204,2254,2332,2411,2549,2650,2733,2800,2859,2937,3000,3090,3169,3214,3275,3334,3407,3520,3520,3726,3749,3816,3883,4017,4110,4224,4374,4470,4574,4673,4778,4885,4980,5137,5252,5332,5392,5508,5697,5822,5944,6101,6170,6289,6435,6607,6759,6903,6984,7065,7157,7255,7317,7450,7573,7732,7802,7892,7989,8117,8221,8380,8465,8550,8642,8703,8820,8966,9070,9198,9278,9384,9492,9621,9786,9982,10177,10379,10478,10837,11026,11198,11432,11636,11732,11797,11854,11990,12149,12395,12540,12658,12796,12923,13077,13197,13341,13436,13560,13655,13750,13855,13967,14149,14248,14373,14509,14652,14791,15003,15209,15366,15526,15628,15796,15956,16295,16545,16705,16884,17033,17186,17473,17799,18141,18317,18533,18781,19015,19297,19613,19926,20248,20583,20798,21067,21441,21887,22388,22686,23174,23552,24017,24465,25029,25537,26250,26766,27309,27957,28586,29451,30453,31284,31976,32903,33597,34160,34986,35859,36675,37569,38867,39748,40738,40738,42463,43171,44089,44836,45614,46413,47428,48544,49680
216,Denver-Aurora, CO,-104.72191,39.80509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,6,6,8,11,16,22,40,56,81,88,110,132,165,217,280,354,432,535,644,819,1000,1208,1370,1621,1892,2135,2405,2719,2975,3246,3396,3615,3816,4231,4534,4813,5155,5479,5705,5972,6287,6605,6918,7117,7444,7762,8083,8399,9235,9643,9951,10298,10642,11020,11434,11823,12183,12519,12766,13203,13600,14063,14405,14795,15009,15177,15415,15704,16017,16330,16617,16874,17083,17326,17593,17841,18073,18363,18440,18594,18806,18977,19247,19603,19962,20171,20300,20468,20677,20930,21138,21309,21400,21524,21643,21756,21860,22000,22151,22225,22345,22429,22606,22773,22966,23081,23208,23343,23456,23650,23875,24094,24251,24459,24594,24705,24919,25162,25316,25466,25594,25733,26041,26334,26626,27031,27285,27474,27678,27962,28297,28644,29014,29241,29460,29697,30010,30394,30837,31334,31891,32224,32402,32898,33220,33482,33886,34172,34512,34643,34939,35330,35607,35898,36157,36358,36536,36799,36981,37254,37451,37641,37879,38004,38200,38398,38619,38619,39077,39270,39401,39711,39810,40026,40319,40500,40631,40775,41040,41220,41398,41398,41863,42070,42231,42378,42532,42744,42969,43274,43590,43888,44181,44618,44947,45420,45861,46273,46738,47302,47795,48231,48771,49210,49696,50010,50413,50796,51301,51788,52300,52694,52999,53490,53969,54574,55123,55851,56444,56849,57580,58070,58782,59551,60264,60905,61628,62398,63163,64070,64855,66038,67261,68986,69969,71036,72219,73943,75930,77686,79331,80872,82600,84901,87198,89449,91545,93920,96316,98875,102149,106086,109255,111994,114886,117609,120436,124282,127637,131468,133778,135949,138297,140727,144323,146698,149067,150891,153395,156122,158006,161154,163915,166891
217,DeRidder-Fort Polk South, LA,-93.26037,30.88225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,5,5,6,6,6,8,8,14,17,21,26,29,33,34,34,37,40,41,41,42,42,44,47,49,49,49,50,50,50,49,50,51,51,52,53,53,55,58,58,59,59,60,61,61,61,64,64,64,64,67,68,69,71,72,73,73,73,76,79,79,79,82,82,85,86,86,91,92,95,97,109,119,130,135,135,140,153,155,156,170,185,187,190,194,206,206,220,229,234,236,254,259,269,291,291,302,309,339,367,387,395,395,426,446,486,497,528,566,613,638,655,676,704,736,787,787,857,922,942,1007,1092,1135,1135,1211,1247,1272,1309,1351,1406,1406,1457,1493,1529,1533,1553,1567,1567,1601,1605,1609,1652,1666,1684,1684,1694,1700,1720,1752,1772,1797,1797,1827,1839,1851,1861,1867,1883,1883,1896,1896,1898,1906,1915,1915,1915,1925,1931,1933,1957,1955,1965,1965,1986,1985,1985,1989,1995,2004,2004,2018,2022,2025,2026,2033,2044,2044,2053,2058,2078,2082,2091,2096,2096,2105,2107,2105,2113,2118,2120,2120,2132,2132,2136,2138,2147,2149,2149,2151,2157,2163,2164,2176,2177,2177,2183,2184,2187,2194,2196,2205,2205,2219,2224,2228,2234,2244,2252,2252,2264,2277,2291,2291,2323,2356,2356,2379,2453,2479,2482,2535,2597,2597,2667,2677,2709,2729,2729,2785,2785,2804,2808,2853,2886,2932,2969,2969
218,Des Moines-Ames-West Des Moines, IA,-93.58326,41.69342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,8,11,11,16,17,19,26,31,37,44,64,77,94,116,128,142,161,171,189,193,199,207,217,227,246,262,280,307,326,374,403,428,475,547,589,614,675,816,938,1058,1103,1201,1383,1529,1856,2175,2347,2609,2775,2896,3120,3240,3300,3363,3528,3631,3776,3876,4034,4138,4232,4341,4502,4629,4809,4965,5080,5221,5329,5387,5460,5530,5687,5812,5904,5935,6071,6149,6329,6423,6511,6593,6682,6741,6812,6913,7029,7145,7244,7282,7309,7413,7542,7658,7767,7916,7974,8078,8115,8370,8438,8584,8754,8822,8886,9021,9252,9337,9529,9691,9760,9906,10037,10253,10546,10734,11015,11112,11185,11404,11680,11879,12049,12215,12413,12554,12693,12892,13101,13230,13387,13447,13476,13680,13853,13982,14179,14328,14349,14441,14572,14822,14958,15106,15225,15281,15407,15544,15666,15928,16298,16401,16486,16586,16758,17108,17330,17549,17699,17871,18152,18532,19768,20244,20572,20764,20943,21156,21344,21790,22080,22386,22537,22630,22732,22868,23102,23383,23623,23750,23855,24016,24200,24303,24605,24787,24938,25070,25176,25484,25715,25886,26041,26175,26289,26489,26688,26881,27085,27180,27252,27350,27462,27719,27961,28199,28473,28680,28791,28984,29246,29449,29815,29974,30081,30224,30429,30679,30977,31300,31558,31811,32065,32331,32787,33276,33817,34434,35118,35366,35684,36352,37427,38166,39144,40250,41553,42342,43220,44317,45906,46873,47541,48433,49258,50261,51159,52329,53087,53891,54662,55549,56342,56846,57170,57638,57931,58418,58990,59746,60176,61053,61610
220,Detroit-Warren-Ann Arbor, MI,-83.32044,42.52863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,13,23,33,57,65,129,264,418,543,1028,1315,1752,2237,2757,3522,4448,5190,6090,7104,8648,9988,11774,13095,14397,15805,17378,18670,19694,20773,21851,22372,23290,24492,25365,25944,27038,27581,28037,28479,28861,29907,30936,31845,32137,32645,32870,33526,34218,34801,35418,35751,36136,36237,36531,36972,37312,37758,38077,38306,38611,38911,39278,40105,40469,40730,40905,41106,41485,41913,42225,42489,42751,42926,43037,43294,43524,43772,44130,44227,44610,44736,44890,45180,45357,45783,45817,45851,45920,45942,45950,46065,46104,46211,46280,46356,46487,46616,46741,46901,47213,47305,47455,47599,47758,47969,48082,48287,48410,48550,48835,49063,49366,49573,49737,49887,50058,50394,50744,51031,51326,51594,51833,52068,52415,53131,53699,54143,54541,54782,55050,55452,55884,56237,56612,56918,57538,57840,58263,59000,59623,60139,60565,60757,61185,61679,62093,62560,63050,63511,63808,64195,64686,64964,65743,66300,66822,67084,67405,67819,68329,68676,68676,69475,69950,70463,70946,71499,72016,72426,72426,73173,73392,73824,74194,74600,75074,75422,75422,76117,76381,76920,77369,78109,78456,78456,79081,79398,79699,80121,80413,80615,80615,81350,81669,82039,82596,83024,83464,83464,84049,84568,85107,85542,85947,86470,86470,87133,87679,88189,88780,89361,90096,90096,90848,91474,92221,93382,94327,95127,95127,96205,97108,98058,98888,99728,101089,101089,102680,103977,105635,107184,108592,110100,110100,113138,114541,116331,118879,120550,123361,123361,127120,130224,133523,136452,139953,143149,143149,148549,152470,155262,158536,163594,167051,167051,172072,175634,177794,177794,186122,190694,190694,195850,198965,202790,205973,210190,213142
221,Dixon-Sterling, IL,-89.69901,41.75184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,3,4,5,5,6,9,17,20,20,24,27,32,36,37,39,42,43,44,45,48,53,53,58,59,63,67,71,78,81,87,98,99,108,110,115,117,117,135,147,150,164,165,167,167,179,180,181,186,192,196,197,200,203,205,206,209,211,211,209,210,213,214,220,221,223,224,226,229,231,243,246,245,245,246,246,249,250,252,252,252,253,253,265,265,268,269,272,274,274,276,280,280,280,283,288,288,290,294,296,299,304,303,307,313,314,319,325,329,334,336,338,341,350,351,360,366,384,387,397,404,413,418,428,438,440,453,454,461,468,478,497,504,521,526,532,544,553,554,575,580,585,597,605,619,623,637,651,655,662,674,693,704,721,739,744,751,754,768,771,843,851,858,872,873,886,899,918,927,933,941,950,962,979,991,1001,1004,1015,1027,1049,1066,1086,1106,1114,1136,1156,1178,1207,1232,1291,1302,1323,1340,1363,1408,1448,1477,1487,1506,1536,1565,1613,1649,1664,1726,1764,1794,1882,1955,1990,2092,2110,2200,2268,2353,2433,2531,2645,2730,2810,2865,2972,3069,3168,3315,3480,3593,3763,3855,4018,4190,4251,4362,4462,4603,4647,4759,4896,5014,5084,5163,5232,5396,5525,5631,5702,5753,5786,5854,5888,6066,6119,6222
222,Dothan-Ozark, AL,-85.43705,31.24384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,4,5,8,9,10,12,12,17,20,27,34,35,40,51,54,56,71,76,87,93,96,99,108,115,121,123,127,133,133,136,138,140,145,147,152,153,160,168,173,174,175,178,184,191,192,200,218,224,234,246,255,264,272,292,302,313,319,332,345,370,390,396,403,429,443,464,472,476,479,485,501,511,519,530,543,563,587,609,632,651,652,669,684,699,717,718,725,739,764,780,798,824,828,853,870,887,918,949,983,1007,1022,1040,1098,1149,1182,1235,1265,1315,1345,1396,1453,1519,1588,1692,1778,1840,1892,1945,2026,2124,2182,2293,2330,2378,2432,2482,2542,2611,2643,2669,2691,2723,2777,2823,2854,2879,2906,2949,2972,3027,3049,3073,3104,3141,3161,3200,3227,3613,3654,3686,3701,3733,3760,3795,3859,3916,3965,4022,4136,4181,4229,4266,4279,4299,4303,4350,4435,4476,4549,4620,4707,4735,4802,4839,4923,5018,5045,5075,5121,5146,5188,5222,5385,5419,5445,5467,5511,5543,5597,6099,6132,6167,6194,6257,6287,6353,6390,6419,6454,6466,6509,6561,6613,6647,6697,6722,6761,6779,6842,6890,7500,7552,7580,7623,7679,7758,7815,7918,7964,8016,8044,8112,8163,8222,8289,8329,8387,8438,8438,8537,8606,8715,8764,8852,8906,8932,9023,9092,9153,9228,9292,9352,9419,9524,9603,9613,9657,9771,9857,9939,10059,10151,10265,10386
232,Eau Claire-Menomonie, WI,-91.39894,44.87540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,6,6,6,7,8,12,13,17,20,22,25,28,35,35,42,42,42,42,45,47,48,50,50,50,50,51,51,52,51,51,51,52,52,52,53,54,54,57,57,59,60,67,73,78,80,85,88,91,97,97,101,105,111,116,122,125,126,131,137,141,147,156,162,167,174,177,177,176,186,188,188,193,195,197,200,203,206,209,212,212,215,216,223,224,228,228,230,232,243,245,252,259,262,266,270,285,292,312,328,339,350,366,381,399,420,429,441,465,479,491,507,518,534,537,544,555,575,582,602,616,631,643,655,677,690,706,713,721,734,744,766,784,799,817,822,836,856,871,905,923,941,955,965,987,1015,1042,1059,1071,1089,1089,1110,1125,1144,1152,1177,1185,1196,1219,1254,1280,1305,1322,1323,1354,1371,1407,1440,1470,1514,1559,1587,1634,1670,1725,1817,1899,1933,1968,2035,2134,2251,2344,2439,2482,2534,2618,2681,2765,2860,2960,3051,3129,3197,3244,3327,3403,3446,3489,3551,3615,3719,3816,3895,3984,4020,4106,4149,4264,4402,4402,4402,4747,4842,4991,5152,5327,5542,5639,5977,6167,6390,6660,6847,7080,7236,7497,7760,8083,8563,8959,9298,9514,9695,10010,10255,10637,10928,11151,11573,12003,12272,12767,13109,13392,13797,14092,14238,14454,14841,15083,15084,15237,15418,15546,15791,16017,16197,16404,16603
233,Edwards-Glenwood Springs, CO,-107.25516,39.57257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,13,21,26,31,36,47,47,52,66,80,96,104,118,124,154,186,211,231,239,273,290,362,393,416,416,423,441,459,462,483,525,536,556,564,576,593,594,598,610,612,614,616,616,620,646,654,681,684,690,699,708,708,692,699,700,698,704,708,711,715,716,716,726,728,730,735,739,741,741,743,743,748,754,757,759,757,771,772,776,780,783,784,788,796,808,815,820,828,829,835,840,849,857,861,869,874,886,895,906,916,933,938,951,960,981,994,1013,1033,1043,1052,1059,1089,1092,1102,1115,1123,1129,1131,1149,1182,1204,1261,1294,1310,1321,1362,1383,1425,1465,1486,1521,1532,1552,1607,1628,1665,1709,1741,1749,1780,1826,1850,1883,1914,1932,1962,2003,2018,2040,2055,2071,2077,2078,2087,2099,2109,2119,2131,2140,2146,2149,2152,2156,2156,2170,2173,2177,2183,2188,2195,2209,2213,2215,2223,2227,2230,2233,2233,2251,2263,2264,2267,2275,2280,2291,2302,2303,2307,2323,2340,2351,2360,2374,2379,2386,2392,2401,2406,2411,2417,2422,2427,2429,2441,2448,2462,2465,2465,2474,2492,2502,2515,2533,2553,2561,2577,2595,2609,2635,2646,2653,2663,2674,2692,2714,2757,2788,2822,2831,2857,2878,2925,2955,3004,3038,3058,3072,3124,3167,3225,3292,3365,3389,3429,3467,3528,3603,3665,3771,3838,3905,3991,4062,4144,4208,4300,4362,4414,4571,4675,4766,4837,4973,5049,5137,5196,5289,5394,5483,5605
236,Elmira-Corning, NY,-76.99455,42.18735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,6,11,11,18,23,25,32,34,39,60,65,81,96,111,122,124,142,151,176,177,207,207,211,220,224,225,253,254,268,270,289,247,250,307,313,317,323,333,338,339,341,343,345,347,351,353,355,357,358,359,360,362,362,364,367,368,369,370,371,372,375,376,376,376,376,377,377,378,378,378,378,379,380,382,383,388,388,388,390,391,392,392,393,393,394,395,395,395,396,400,400,402,402,402,403,403,403,406,406,407,412,412,413,415,416,417,418,418,420,420,422,422,424,427,430,430,430,433,435,437,438,439,441,443,448,448,448,449,451,452,453,453,455,455,457,462,462,465,469,469,470,476,477,485,490,494,495,497,497,498,500,501,503,504,504,504,504,505,508,509,515,518,520,520,521,525,525,528,530,534,539,543,565,573,577,577,600,609,633,647,666,680,691,709,727,763,802,844,877,890,942,963,1024,1090,1171,1255,1287,1355,1401,1463,1520,1589,1648,1687,1746,1808,1868,1973,2046,2101,2165,2216,2279,2371,2439,2495,2602,2632,2694,2748,2802,2838,2884,2939,2999,3054,3093,3155,3222,3296,3351,3364,3406,3463,3536,3641,3725,3778,3814,3852,3905,3975,4020,4096,4204,4301,4334,4413,4550,4669,4732,4819,4884,4933,5005,5110,5267,5411
238,El Paso-Las Cruces, TX-NM,-106.31708,31.85004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,6,6,7,9,19,23,29,41,44,55,59,57,71,75,96,108,125,142,162,167,188,231,269,296,318,342,350,400,447,509,549,574,604,613,669,762,800,816,896,928,958,987,1031,1071,1114,1145,1168,1202,1260,1316,1396,1477,1543,1585,1593,1662,1715,1877,1937,2020,2081,2171,2256,2408,2416,2635,2747,2799,2822,2901,3012,3019,3166,3232,3272,3314,3362,3581,3752,3860,3950,3967,4105,4208,4293,4299,4452,4505,4581,4620,4688,4787,4884,5054,5220,5301,5431,5583,5804,6074,6213,6524,6689,6892,7096,7404,7720,8063,8097,8688,8891,9336,9707,10113,10494,10931,11220,11507,11887,12266,12506,12838,13308,13524,13845,14153,14383,14674,14958,15249,15323,15653,15944,16097,16466,16610,16646,17176,17436,17764,17967,18329,18480,18778,18886,19477,19797,19983,20269,20732,21015,21161,21365,21614,21778,21912,22036,22148,22316,22392,22542,22734,22903,23068,23207,23325,23437,23542,23645,23658,23835,23930,24089,24185,24274,24291,24379,24622,24690,24805,24908,24918,25191,25309,25491,25650,25844,26031,26064,26479,26718,26975,27174,27314,27606,27926,28194,28581,28856,29265,29533,29805,30279,30872,31377,32008,32591,32672,33609,34221,34310,36048,36728,37493,38163,39012,39908,40005,41398,44069,45044,46798,48413,49609,51470,53739,55698,57037,58679,60232,63966,66175,67859,69315,71517,72714,74428,76569,78206,80196,82018,83285,85121,86571,88130,89425,90893,92288,93393,93939,95443,96324,97049,97878,98734,99308,99915,100692,101753,102856,103685,104310
240,Erie-Meadville, PA,-80.05293,41.91032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,5,5,6,8,9,10,17,18,20,22,22,24,26,36,37,37,45,49,54,54,55,57,58,62,64,74,74,76,77,79,87,91,98,96,101,105,106,106,106,109,110,110,112,115,121,133,140,144,144,145,146,148,150,155,158,166,168,184,198,211,231,231,239,245,258,265,283,303,308,324,336,343,357,362,393,397,408,427,439,459,474,486,495,504,507,513,532,553,564,572,577,585,599,609,623,635,642,648,660,677,685,704,708,716,731,751,765,775,781,784,789,796,820,848,860,868,876,888,896,917,927,932,955,965,974,983,989,1011,1027,1047,1080,1094,1115,1158,1173,1184,1197,1235,1246,1264,1284,1305,1324,1347,1366,1379,1386,1401,1422,1442,1452,1467,1482,1487,1497,1506,1522,1538,1554,1562,1563,1575,1587,1590,1598,1609,1625,1629,1632,1645,1648,1656,1666,1673,1677,1692,1702,1729,1746,1754,1766,1773,1784,1802,1811,1829,1841,1849,1860,1874,1883,1896,1924,1924,1967,1986,2004,2026,2041,2066,2101,2123,2140,2165,2185,2201,2218,2236,2252,2271,2298,2329,2357,2400,2430,2455,2491,2544,2610,2660,2742,2794,2846,2900,2976,3035,3102,3180,3245,3326,3416,3512,3659,3853,4031,4225,4401,4560,4808,5005,5209,5458,5688,5852,5996,6158,6344,6660,6851,7054,7231,7386,7627,7924,8274,8559,8880
244,Fargo-Wahpeton, ND-MN,-97.04983,46.87883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,3,6,9,11,16,23,25,29,39,42,52,56,63,69,86,91,99,112,124,133,156,166,175,188,206,207,258,281,322,337,369,392,436,488,540,580,640,663,689,726,779,799,838,862,919,950,1000,1033,1060,1088,1139,1210,1284,1331,1417,1460,1503,1569,1629,1739,1824,1874,1925,1968,1996,2032,2079,2113,2142,2161,2204,2225,2251,2278,2318,2375,2412,2425,2452,2491,2527,2554,2594,2600,2616,2625,2648,2662,2682,2698,2722,2730,2735,2761,2769,2787,2810,2826,2854,2869,2897,2918,2942,2971,2984,3002,3013,3032,3065,3088,3123,3146,3181,3200,3224,3256,3306,3343,3381,3407,3427,3474,3501,3543,3554,3592,3622,3659,3677,3713,3750,3777,3785,3798,3813,3848,3878,3914,3946,3966,3974,3990,4013,4031,4049,4067,4081,4090,4103,4142,4170,4199,4233,4269,4288,4311,4344,4402,4467,4516,4568,4593,4632,4704,4794,4895,4998,5060,5093,5114,5190,5276,5333,5463,5574,5667,5726,5823,5902,5998,6095,6200,6268,6322,6440,6554,6645,6754,6837,6906,6988,7105,7221,7339,7477,7589,7649,7751,7911,8089,8230,8384,8575,8687,8870,9142,9288,9579,9815,10012,10266,10488,10610,10883,11119,11328,11541,11714,11896,12138,12506,12755,13034,13322,13585,13839,14270,14604,14940,15344,15679,15944,16172,16628,17205,17575,18009,18254,18566,18852,19260,19736,20043,20577,20903,21215,21630,22061,22305,22561,22828,23110,23426,23675,23858,24221,24527,24733
