Key,Name,States,Longitude,Latitude,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20,7/13/20,7/14/20,7/15/20,7/16/20,7/17/20,7/18/20,7/19/20,7/20/20,7/21/20,7/22/20,7/23/20,7/24/20,7/25/20,7/26/20,7/27/20,7/28/20,7/29/20,7/30/20,7/31/20,8/1/20,8/2/20,8/3/20,8/4/20,8/5/20,8/6/20,8/7/20,8/8/20,8/9/20,8/10/20,8/11/20,8/12/20,8/13/20,8/14/20,8/15/20,8/16/20,8/17/20,8/18/20,8/19/20,8/20/20,8/21/20,8/22/20,8/23/20,8/24/20,8/25/20,8/26/20,8/27/20,8/28/20,8/29/20,8/30/20,8/31/20,9/1/20,9/2/20,9/3/20,9/4/20,9/5/20,9/6/20,9/7/20,9/8/20,9/9/20,9/10/20,9/11/20,9/12/20,9/13/20,9/14/20,9/15/20,9/16/20,9/17/20,9/18/20,9/19/20,9/20/20,9/21/20,9/22/20,9/23/20,9/24/20,9/25/20,9/26/20,9/27/20,9/28/20,9/29/20,9/30/20,10/1/20,10/2/20,10/3/20,10/4/20,10/5/20,10/6/20,10/7/20,10/8/20,10/9/20,10/10/20,10/11/20,10/12/20,10/13/20,10/14/20,10/15/20,10/16/20,10/17/20,10/18/20,10/19/20,10/20/20,10/21/20,10/22/20,10/23/20,10/24/20,10/25/20,10/26/20,10/27/20,10/28/20,10/29/20,10/30/20,10/31/20,11/1/20,11/2/20,11/3/20,11/4/20,11/5/20,11/6/20,11/7/20,11/8/20,11/9/20,11/10/20,11/11/20,11/12/20,11/13/20,11/14/20,11/15/20,11/16/20,11/17/20,11/18/20,11/19/20,11/20/20,11/21/20,11/22/20,11/23/20,11/24/20,11/25/20,11/26/20,11/27/20,11/28/20,11/29/20,11/30/20,12/1/20,12/2/20,12/3/20,12/4/20,12/5/20
430,Pittsburgh-New Castle-Weirton, PA-OH-WV,-79.92648,40.48232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,7,13,17,25,38,44,56,70,90,139,214,259,374,442,500,583,636,727,844,972,1068,1143,1269,1336,1405,1490,1586,1630,1682,1707,1739,1785,1842,2051,2102,2127,2164,2223,2308,2379,2478,2520,2568,2596,2651,2693,2751,2781,2808,2855,2888,2924,2978,3008,3055,3085,3096,3120,3158,3182,3226,3244,3260,3323,3344,3383,3420,3461,3488,3526,3570,3587,3606,3646,3673,3718,3737,3747,3761,3798,3823,3831,3862,3889,3899,3932,3951,3978,4002,4022,4028,4042,4077,4093,4113,4154,4188,4227,4294,4330,4405,4478,4562,4701,4837,4957,5108,5283,5600,5871,6108,6313,6617,6932,7276,7501,7831,8164,8451,8611,9054,9393,9630,9989,10217,10445,10704,10969,11175,11385,11720,11974,12226,12462,12735,12962,13189,13564,13702,13846,13969,14178,14314,14553,14733,14909,15033,15178,15352,15538,15750,15904,16051,16167,16275,16378,16478,16660,16838,16968,17100,17151,17253,17328,17440,17605,17768,17904,17984,18067,18219,18447,18636,18776,18885,18970,19037,19186,19296,19512,19648,19763,19884,20054,20199,20369,20505,20652,20795,20890,21000,21145,21266,21419,21593,21719,21870,22013,22135,22323,22538,22542,22937,23081,23281,23441,23733,23997,24252,24485,24723,25007,25250,25681,26085,26460,26746,26984,27269,27565,28026,28483,28846,29119,29355,29719,30182,30615,31092,31563,31949,32371,32780,33327,33856,34470,35219,35852,36461,37308,38273,39367,40278,41214,42350,43408,44363,45864,47377,48589,49987,51150,52064,53468,55310,56980,58780,60429,61666,62494,64059,65305,67688,69890,72857
434,Ponce-Yauco-Coamo, PR,-66.60631,18.07183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,71,71,72,76,79,80,80,82,87,89,89,89,90,91,94,95,96,96,96,99,101,107,117,117,118,121,121,122,122,123,123,125,127,127,128,128,128,128,132,132,132,135,137,137,137,138,137,138,137,141,141,141,141,144,146,148,148,154,156,158,159,160,162,167,170,177,179,183,184,185,192,205,212,217,225,232,235,245,272,275,276,279,287,305,326,339,346,348,356,376,402,419,426,440,441,451,457,494,513,533,554,565,574,589,615,632,642,651,656,673,691,701,715,724,745,746,748,759,774,781,787,788,789,800,816,820,834,839,843,850,855,854,854,854,867,868,868,876,879,885,889,911,911,911,919,928,992,1011,1022,1028,1028,1055,1079,1087,1096,1111,1130,1129,1137,1144,1162,1190,1201,1209,1214,1227,1234,1262,1273,1277,1287,1293,1298,1307,1322,1337,1386,1399,1402,1411,1447,1455,1477,1510,1537,1538,1599,1631,1643,1694,1765,1783,1784,1811,1843,1891,1945,1979,1994,2003,2078,2139,2182,2224,2263,2303,2324,2362,2467,2564,2614,2676,2704,2716,2767,2841,2913,2922,2971,3034,3056,3081,3107,3167
438,Portland-Lewiston-South Portland, ME,-70.42984,43.79635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,14,21,29,30,43,53,67,84,96,118,126,135,170,204,222,246,246,300,342,359,372,393,404,419,439,452,469,479,493,527,541,554,577,594,606,612,622,633,658,672,672,710,715,726,737,758,783,810,839,856,878,900,968,1005,1043,1068,1089,1103,1139,1189,1218,1255,1290,1320,1348,1420,1469,1536,1601,1637,1656,1690,1711,1756,1789,1844,1888,1914,1944,1981,2009,2041,2086,2131,2145,2163,2191,2219,2266,2301,2335,2350,2358,2375,2415,2448,2470,2483,2492,2511,2531,2582,2607,2656,2691,2711,2747,2780,2811,2849,2870,2885,2889,2903,2920,2937,2951,2967,2979,3004,3013,3021,3036,3065,3071,3089,3105,3113,3128,3143,3165,3190,3209,3227,3233,3250,3265,3278,3297,3307,3315,3320,3335,3338,3355,3365,3380,3385,3385,3401,3410,3427,3439,3450,3461,3476,3490,3501,3522,3544,3551,3564,3575,3590,3607,3625,3675,3689,3699,3713,3724,3754,3764,3764,3798,3812,3821,3821,3858,3882,3913,3941,3967,3977,3996,4008,4031,4056,4088,4112,4142,4163,4197,4214,4231,4249,4257,4294,4336,4364,4386,4400,4427,4442,4450,4462,4488,4502,4523,4540,4552,4567,4584,4593,4608,4643,4652,4659,4670,4682,4699,4722,4752,4781,4803,4832,4864,4902,4963,5017,5048,5089,5155,5236,5332,5435,5532,5584,5715,5807,5872,5976,6117,6192,6294,6405,6543,6622,6733,6859,6938,7100,7214,7329,7440,7560,7560,7564,7694,7875,7985,8076,8235,8327,8509
440,Portland-Vancouver-Salem, OR-WA,-122.62677,45.39910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,4,10,10,10,13,18,26,30,30,34,59,66,79,103,127,151,183,200,253,327,442,509,565,611,708,761,835,901,901,1049,1080,1145,1192,1326,1326,1382,1514,1584,1636,1671,1735,1790,1844,1907,1972,2024,2084,2118,2168,2238,2288,2337,2367,2421,2480,2541,2587,2621,2701,2765,2834,2899,2968,3048,3118,3172,3245,3312,3376,3427,3495,3505,3553,3585,3642,3657,3699,3713,3758,3778,3805,3867,3931,3996,4069,4120,4154,4209,4266,4321,4388,4399,4471,4583,4651,4700,4885,5002,5012,5205,5276,5418,5514,5633,5748,5884,6024,6139,6278,6394,6485,6648,6823,6975,7068,7210,7389,7608,7814,8090,8294,8417,8598,8750,8981,9159,9422,9655,9885,10106,10350,10658,10856,11108,11370,11546,11788,11960,12178,12429,12665,12823,13064,13309,13534,13764,13975,14295,14585,14750,14958,15179,15328,15631,15906,16089,16231,16464,16647,16860,17072,17382,17566,17707,17881,18007,18247,18439,18660,18828,18988,19182,19317,19470,19675,19847,20015,20143,20345,20436,20621,20791,20975,21111,21223,21343,21425,21633,21809,22007,22132,22141,22375,22496,22652,22843,23056,23205,23299,23565,23670,23963,24706,24886,25042,25139,25397,25549,25799,26033,26260,26458,26672,26898,27118,27398,27691,27953,28200,28341,28661,28995,29281,29584,29878,30050,30241,30553,30747,30777,31455,31789,32060,32345,32646,32932,33350,33783,34185,34603,35107,35464,35953,36581,37188,37972,38640,39267,39954,40562,41608,42446,43305,44024,44640,45580,46465,47477,48611,49793,50922,52022,53027,54007,54007,55912,57252,58654,59794,60961,62348,63344,64701,65960
444,Pueblo-Cañon City, CO,-104.74606,38.24909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,3,3,3,3,4,4,4,7,8,11,18,23,24,28,33,39,43,45,48,49,53,55,59,65,72,72,77,81,87,93,97,99,103,126,127,136,141,153,156,158,158,161,168,172,180,180,180,183,186,193,199,205,208,211,211,211,220,227,229,242,244,245,256,259,286,289,289,290,304,304,307,315,321,323,324,326,328,332,339,346,346,349,350,352,358,375,381,381,380,381,381,381,385,388,389,389,399,401,405,412,419,421,426,430,431,434,444,447,449,452,457,458,464,473,475,489,496,505,537,550,554,557,579,602,617,621,633,639,650,654,669,672,691,699,721,724,727,730,762,776,791,810,818,824,837,842,855,864,886,891,895,898,913,922,922,943,944,948,958,974,996,1015,1022,1023,1025,1032,1046,1056,1056,1082,1090,1092,1100,1116,1125,1131,1135,1140,1147,1156,1168,1170,1181,1191,1202,1208,1206,1222,1231,1245,1254,1265,1267,1290,1306,1322,1337,1354,1379,1398,1406,1448,1474,1508,1530,1574,1609,1679,1714,1802,1967,2006,2049,2126,2167,2246,2327,2373,2418,2567,2651,2720,2775,2836,2981,3140,3275,3391,3548,3658,3802,4002,4165,4267,4438,4628,4941,5360,5727,6098,6395,6615,6894,7223,7611,8085,8534,8881,9281,9491,9787,10130,10453,10777,11054,11421,11715,12046,12411,12683,13027
446,Pullman-Moscow, WA-ID,-117.17695,46.86419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,5,6,6,8,8,11,12,12,12,12,13,14,14,14,15,15,15,15,15,15,16,17,18,18,16,17,17,17,18,18,18,18,19,19,19,19,19,19,19,19,19,19,20,20,20,20,20,21,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23,23,23,23,23,27,27,27,27,27,27,27,27,28,34,34,34,34,37,36,38,36,36,38,37,40,39,43,43,48,48,51,58,62,65,63,64,64,66,69,70,78,78,80,81,81,84,86,89,91,95,96,103,106,113,117,123,124,124,130,153,157,158,162,167,167,175,175,180,184,202,203,203,207,217,226,242,253,257,257,270,280,284,300,304,320,331,351,416,441,458,512,622,704,740,773,849,905,956,1010,1068,1090,1090,1136,1154,1234,1281,1288,1302,1343,1351,1382,1413,1438,1467,1481,1508,1529,1569,1630,1675,1688,1760,1805,1857,1883,1918,1948,1967,2020,2058,2096,2132,2180,2208,2210,2214,2296,2325,2362,2420,2451,2477,2505,2524,2536,2576,2619,2634,2649,2720,2738,2752,2779,2803,2812,2814,2870,2893,2920,2947,2993,3011,3035,3113,3145,3148,3176,3285,3318,3353,3432,3510,3572,3623,3715,3764,3764,3883,3905,3943,3943,3989,4008,4022,4045,4086,4133,4189,4247,4265
448,Quincy-Hannibal, IL-MO,-91.34479,39.91985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,9,10,2,23,25,26,26,27,28,28,30,31,32,35,35,34,35,40,43,43,44,45,52,52,52,52,52,52,52,51,52,52,53,53,53,53,54,54,54,56,56,56,56,56,57,59,58,58,58,58,59,59,59,59,59,61,61,61,61,61,61,63,63,62,63,63,64,64,65,65,66,65,66,67,69,72,79,81,90,96,101,106,108,114,120,121,129,137,148,155,165,174,178,184,189,198,216,218,241,259,264,282,293,309,323,358,368,372,399,420,442,458,486,501,513,540,579,613,628,659,673,685,719,756,767,790,823,843,895,914,966,992,1023,1049,1064,1104,1119,1137,1163,1186,1219,1235,1242,1263,1336,1382,1400,1414,1444,1450,1468,1487,1525,1547,1564,1571,1593,1619,1628,1658,1674,1696,1718,1736,1751,1790,1807,1822,1840,1875,1901,1931,1968,2007,2027,2063,2097,2113,2123,2187,2229,2242,2270,2294,2319,2351,2403,2449,2460,2499,2515,2562,2607,2666,2695,2751,2816,2863,2920,2962,3022,3120,3162,3194,3272,3356,3423,3539,3650,3678,3787,3878,3976,4125,4267,4403,4542,4683,4852,5013,5181,5380,5543,5629,5768,6064,6207,6400,6562,6697,6778,6855,7009,7120,7235,7276,7346,7409,7482,7574,7647,7729,7844,7926
450,Raleigh-Durham-Cary, NC,-78.69488,35.87099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,7,7,8,10,12,17,17,18,34,61,65,86,103,113,155,185,215,256,285,308,328,392,428,509,558,620,676,739,791,903,944,1045,1094,1238,1273,1329,1388,1462,1530,1579,1629,1664,1705,1769,1860,1961,2023,2113,2294,2463,2507,2600,2672,2766,2844,2885,2936,2996,3100,3167,3252,3298,3339,3395,3456,3548,3616,3732,3800,3871,3958,4043,4184,4304,4475,4562,4665,4752,4872,5031,5238,5421,5601,5705,5861,6053,6286,6605,6965,7190,7451,7665,7896,8149,8537,8863,9178,9424,9596,9839,10134,10423,10776,11108,11367,11640,11918,12179,12508,12875,13141,13414,13640,14101,14442,14869,15180,15521,15751,16015,16345,16796,17231,17719,18054,18444,18827,19201,19586,19984,20307,20576,20760,21168,21558,21993,22387,22808,23125,23385,23773,24079,24426,24812,25161,25424,25659,25864,26070,26384,26717,27007,27275,27413,27582,27852,28139,28395,28627,28841,29002,29223,29474,29933,30338,30726,31128,31375,31693,32003,32446,32817,33037,33446,33611,33938,34184,34425,34680,34972,35113,35214,35331,35466,35639,35849,36070,36248,36371,36558,36728,36990,37155,37313,37439,37582,37736,37874,38075,38247,38441,38589,38718,38863,39013,39013,39295,39550,39794,39830,40167,40401,40608,40970,41244,41469,41686,41841,42030,42252,42543,42816,43015,43311,43492,43652,43813,44120,44389,44878,45248,45406,45793,46159,46593,47006,47364,47617,47854,48234,48565,49053,49568,49968,50267,50559,50920,51517,52003,52256,52950,53504,53785,54302,54741,55367,55992,56307,57036,57361,57892,58519,58519,59737,60456,61068,61356,61844,62582,63510,64208,65315
452,Rapid City-Spearfish, SD,-102.96761,44.14049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6,6,8,11,12,12,16,16,16,16,16,16,16,17,18,18,18,19,19,19,20,20,20,20,21,21,21,21,21,21,22,22,22,22,22,23,23,24,24,27,27,28,30,31,38,40,45,50,54,57,63,66,72,88,99,99,142,154,171,175,181,191,205,225,247,257,267,274,290,310,320,333,341,352,359,375,391,404,423,434,441,453,476,485,494,504,515,521,525,535,543,550,563,573,579,585,591,604,615,625,630,645,661,678,688,696,703,708,715,724,749,758,783,793,800,806,833,840,854,856,862,868,879,880,890,899,908,916,930,953,958,975,985,1008,1024,1040,1050,1055,1069,1075,1084,1096,1119,1131,1147,1164,1185,1222,1280,1318,1360,1383,1399,1629,1735,1826,1917,1957,1982,2025,2100,2144,2194,2221,2246,2252,2281,2342,2380,2427,2465,2496,2536,2579,2628,2668,2725,2764,2800,2858,2940,3015,3087,3163,3250,3282,3331,3393,3505,3562,3633,3700,3730,3792,4036,4115,4218,4304,4391,4464,4501,4625,4741,4871,4925,5008,5062,5190,5278,5428,5535,5741,5872,5937,6004,6221,6353,6610,6823,7015,7070,7240,7426,7706,7877,8110,8328,8453,8617,8900,9348,9550,9833,10056,10186,10314,10614,10742,10928,11022,11136,11266,11446,11679,11679,12039,12158,12350,12458,12547,12818,12995,13158,13344
454,Redding-Red Bluff, CA,-122.09014,40.60073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,4,4,6,7,7,11,13,18,21,22,24,25,25,25,25,25,26,26,26,27,27,27,27,27,27,29,31,31,31,31,31,32,32,32,32,32,32,32,32,32,32,32,32,33,33,33,34,34,35,36,36,36,36,36,37,39,39,39,39,41,41,41,41,43,43,44,46,46,49,50,50,55,57,59,60,68,70,71,78,79,79,94,110,114,115,139,142,151,158,159,163,167,187,187,211,223,223,236,242,242,257,269,274,274,291,302,307,324,341,346,361,361,376,393,406,433,449,480,480,480,500,537,567,587,596,603,603,624,643,653,682,682,694,694,735,772,773,781,800,806,806,806,841,855,863,883,888,899,912,941,948,959,964,972,979,989,993,997,1007,1017,1023,1028,1036,1053,1064,1069,1078,1078,1083,1088,1120,1136,1146,1155,1158,1185,1218,1237,1280,1292,1317,1352,1416,1456,1462,1528,1570,1597,1665,1747,1795,1800,1902,1934,2019,2035,2166,2217,2305,2340,2362,2392,2403,2443,2497,2579,2579,2663,2691,2708,2750,2769,2846,2875,2920,2971,2980,3075,3137,3255,3276,3372,3467,3499,3590,3684,3812,3840,3921,4097,4150,4401,4520,4744,4773,4908,5274,5307,5530,5557,5996,6166,6188,6330,6367,6560,6673,6856,6960,7165,7322,7376
456,Reno-Carson City-Fernley, NV,-119.64719,40.39737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,4,4,10,13,13,15,16,24,27,28,48,56,63,73,86,118,122,133,155,175,198,265,284,285,330,351,353,393,421,448,503,575,597,598,625,645,696,723,723,773,804,804,866,886,888,924,938,965,1017,1051,1080,1092,1122,1131,1140,1176,1193,1216,1224,1243,1260,1288,1327,1333,1400,1411,1445,1548,1475,1517,1517,1547,1579,1635,1663,1696,1718,1737,1770,1782,1806,1820,1865,1912,1949,1975,2009,2030,2076,2137,2160,2207,2232,2265,2280,2289,2377,2411,2454,2489,2489,2521,2582,2681,2719,2831,2898,2929,2989,3112,3158,3285,3445,3544,3643,3652,3696,3740,3883,3941,4017,4088,4149,4190,4289,4389,4454,4563,4621,4698,4774,4875,5011,5132,5312,5388,5438,5497,5617,5809,5868,5988,6051,6088,6159,6244,6373,6479,6539,6587,6638,6724,6798,6971,7030,7070,7139,7183,7296,7379,7457,7578,7645,7710,7768,7867,7919,7995,8092,8173,8211,8280,8358,8417,8503,8574,8660,8766,8836,8887,8933,8993,9061,9120,9221,9296,9369,9489,9678,9718,9817,9917,9986,10051,10142,10282,10450,10552,10639,10752,10846,10940,11028,11122,11237,11265,11371,11481,11618,11751,11932,11988,12126,12199,12322,12523,12623,12759,12944,13047,13171,13340,13478,13640,14007,14126,14221,14361,14579,14910,15190,15430,15505,15642,15776,16046,16447,16818,17141,17721,18022,18371,18656,19066,19533,20087,20334,21266,21596,21870,22536,22881,23227,24095,24968,25418,26880,27578,27578,28393,29119,29532,30077,30507,31075,31847,32427
458,Richmond-Connersville, IN,-85.06213,39.79348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,3,4,4,5,6,9,11,13,14,19,20,24,26,31,34,35,35,37,37,39,39,40,41,43,44,49,50,50,52,52,54,56,56,58,59,64,62,63,65,67,69,71,77,83,85,88,89,91,96,95,98,100,101,103,103,104,106,114,115,116,132,134,139,146,149,153,155,159,163,163,165,165,169,169,169,170,170,171,174,177,181,186,188,187,189,189,192,192,193,195,196,198,203,209,214,219,221,222,224,225,232,234,237,239,243,246,252,258,260,264,267,273,276,295,298,308,315,326,335,340,359,373,386,398,406,410,419,435,453,463,469,472,496,500,523,537,554,566,567,579,583,607,619,639,650,658,671,679,701,713,728,749,772,794,797,823,829,838,861,876,891,906,928,944,989,1013,1023,1030,1040,1054,1079,1087,1095,1108,1117,1119,1126,1148,1154,1157,1160,1162,1165,1170,1175,1183,1191,1193,1196,1204,1212,1243,1254,1259,1271,1277,1324,1358,1388,1409,1453,1490,1516,1538,1587,1624,1674,1705,1746,1778,1835,1935,2011,2085,2118,2187,2245,2308,2418,2531,2616,2652,2702,2755,2830,2934,2997,3057,3137,3171,3225,3280,3393,3457,3579,3652,3710,3788,3894,4011,4140,4244,4334,4404,4490,4569,4680,4793,4877,4985,5056,5128,5189,5286,5381,5482
462,Rochester-Austin, MN,-92.47813,43.93761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,5,6,7,12,17,23,28,31,36,51,56,63,75,84,88,99,106,116,130,138,139,148,155,163,178,186,200,200,205,211,211,234,239,257,260,261,268,278,285,305,306,313,318,323,334,340,355,366,381,389,400,417,437,454,465,471,476,488,509,534,558,574,595,623,639,653,711,756,777,828,856,871,893,932,998,1031,1067,1092,1108,1166,1226,1274,1310,1341,1359,1409,1453,1502,1515,1528,1529,1542,1648,1683,1711,1764,1815,1829,1846,1884,1914,1960,2021,2064,2072,2105,2125,2149,2189,2189,2224,2231,2258,2290,2325,2372,2410,2431,2467,2491,2519,2545,2582,2595,2619,2623,2672,2690,2721,2751,2768,2789,2816,2830,2850,2879,2911,2936,2959,2975,2985,3007,3055,3071,3098,3115,3135,3161,3182,3198,3232,3259,3273,3283,3298,3323,3344,3366,3385,3408,3420,3431,3452,3471,3502,3539,3557,3582,3596,3614,3638,3655,3689,3703,3717,3724,3741,3765,3783,3801,3834,3850,3879,3900,3934,3973,4002,4054,4105,4130,4159,4191,4246,4329,4381,4453,4479,4502,4568,4600,4676,4709,4743,4795,4831,4887,4949,5034,5072,5091,5116,5172,5202,5327,5404,5454,5482,5511,5562,5625,5681,5759,5801,5848,5914,5973,6051,6134,6229,6382,6490,6552,6690,6846,7022,7204,7295,7340,7413,7490,7606,7674,7965,8874,9237,9436,9609,9913,10161,10323,10639,10770,10905,11073,11073,11352,11654,11887,12141,12286,12494,12724,12884,13133
464,Rochester-Batavia-Seneca Falls, NY,-77.65637,43.09773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,12,15,21,32,39,56,78,91,122,139,176,203,250,271,307,323,436,518,570,628,679,710,747,834,903,969,1004,1044,1073,1124,1161,1217,1268,1318,1381,1407,1434,1483,1533,1585,1758,1804,1831,1880,1923,1970,2018,2083,2135,2172,2207,2251,2303,2374,2419,2477,2513,2559,2642,2734,2814,2943,3031,3081,3164,3290,3371,3451,3542,3588,3631,3678,3716,3759,3807,3871,3911,3943,3974,4050,4091,4131,4191,4219,4234,4279,4294,4343,4374,4398,4441,4454,4478,4502,4528,4560,4594,4607,4628,4665,4703,4750,4803,4848,4869,4893,4934,4984,5043,5108,5153,5190,5220,5258,5311,5350,5412,5453,5488,5517,5582,5633,5678,5720,5762,5786,5812,5850,5899,5923,5958,5993,6023,6059,6074,6103,6130,6169,6209,6238,6264,6301,6325,6358,6398,6424,6463,6487,6517,6558,6612,6665,6693,6718,6739,6776,6806,6824,6843,6877,6902,6915,6936,6958,6984,7000,7028,7055,7069,7083,7091,7135,7174,7202,7236,7259,7284,7308,7348,7385,7436,7459,7500,7532,7554,7592,7616,7646,7670,7694,7712,7729,7767,7790,7815,7850,7872,7910,7928,7979,8031,8068,8095,8117,8165,8191,8262,8321,8367,8419,8465,8520,8559,8639,8720,8787,8849,8912,8997,9080,9183,9297,9424,9508,9628,9752,9834,9971,10142,10280,10433,10584,10743,10891,11171,11410,11698,11974,12168,12537,12892,13223,13661,14009,14186,14487,14792,15140,15529,15876,16395,16778,17352,17698,18174,18730,19406,19874,20446,21080,21626,22302,23040,24067,24859
